id,categoria,nombre,marca,descripcion,unidad_medida,precio_unitario,tipo_suelo,resistencia_climática,facilidad_instalación,mantenimiento_requerido,compatible_calefacción_radiante,cumple_normativa_UE,precio_m2_estimado,recomendado_zonas_húmedas,moneda
299,Selladores,ProConstruct Selladores,ProConstruct,ProConstruct - Selladores alta calidad para construcción profesional,m³,693.24,Vinilo,Media,Fácil,Medio,No,True,693.24,Sí,EUR
300,Madera,ConstructTech Madera,ConstructTech,ConstructTech - Madera resistente para construcción profesional,unidad,200.41,Piedra Natural,Alta,Media,Alto,No,True,200.41,No,EUR
301,Azulejos,HomeBuilder Azulejos,HomeBuilder,HomeBuilder - Azulejos resistente para construcción profesional,m²,780.25,Piedra Natural,Media,Compleja,Medio,No,True,780.25,Sí,EUR
302,Varillas,MasterBuild Varillas,MasterBuild,MasterBuild - Varillas alta calidad para construcción profesional,rollo,368.73,Mármol,Alta,Fácil,Alto,Sí,True,368.73,No,EUR
303,Madera,BuildPro Madera,BuildPro,BuildPro - Madera resistente para construcción profesional,rollo,834.98,Vinilo,Media,Media,Bajo,No,True,834.98,Sí,EUR
304,Cable eléctrico,BuildPro Cable eléctrico,BuildPro,BuildPro - Cable eléctrico resistente para construcción profesional,litro,372.73,Cerámica,Media,Compleja,Alto,No,True,372.73,Sí,EUR
305,Tubería,MaxiMaterials Tubería,MaxiMaterials,MaxiMaterials - Tubería uso profesional para construcción profesional,saco,104.18,Piedra Natural,Baja,Media,Bajo,No,True,52.09,No,EUR
306,Ladrillos,MaxiMaterials Ladrillos,MaxiMaterials,MaxiMaterials - Ladrillos hueco para construcción profesional,kg,639.69,Mármol,Baja,Fácil,Alto,Sí,True,12793.8,No,EUR
307,Grava,HomeQuality Grava,HomeQuality,HomeQuality - Grava triturada para construcción profesional,saco (25 kg),2.8,Vinilo,Alta,Compleja,Bajo,No,True,5.6,No,EUR
308,Impermeabilizantes,BuildPro Impermeabilizantes,BuildPro,BuildPro - Impermeabilizantes uso profesional para construcción profesional,rollo,113.94,Vinilo,Alta,Media,Alto,No,True,113.94,Sí,EUR
309,Ladrillos,HomeBuilder Ladrillos,HomeBuilder,HomeBuilder - Ladrillos refractario para construcción profesional,unidad,722.52,Parquet,Media,Compleja,Bajo,Sí,True,722.52,Sí,EUR
310,Grava,Construmax Grava,Construmax,Construmax - Grava clasificada para construcción profesional,saco (25 kg),2.8,Laminado,Baja,Fácil,Bajo,No,True,5.6,No,EUR
311,Azulejos,MasterBuild Azulejos,MasterBuild,MasterBuild - Azulejos uso profesional para construcción profesional,litro,399.95,Piedra Natural,Baja,Fácil,Alto,No,True,399.95,Sí,EUR
312,Grava,HomeQuality Grava,HomeQuality,"HomeQuality - Grava 1/2"" para construcción profesional",saco (25 kg),2.8,Vinilo,Baja,Media,Alto,Sí,True,5.6,Sí,EUR
313,Tornillos,BuildMaster Tornillos,BuildMaster,BuildMaster - Tornillos durable para construcción profesional,rollo,110.22,Parquet,Media,Media,Bajo,No,True,110.22,Sí,EUR
314,Arena,Construmax Arena,Construmax,Construmax - Arena fina para construcción profesional,saco (25 kg),2.5,Mármol,Alta,Compleja,Medio,No,True,5.0,No,EUR
315,Tubería,MaxiMaterials Tubería,MaxiMaterials,MaxiMaterials - Tubería durable para construcción profesional,saco,497.02,Cerámica,Media,Media,Medio,Sí,True,248.51,No,EUR
316,Tornillos,EliteTools Tornillos,EliteTools,EliteTools - Tornillos durable para construcción profesional,kg,562.18,Piedra Natural,Alta,Compleja,Medio,Sí,True,11243.6,No,EUR
317,Arena,MaxiMaterials Arena,MaxiMaterials,MaxiMaterials - Arena fina para construcción profesional,saco (25 kg),2.5,Laminado,Media,Media,Bajo,No,True,5.0,Sí,EUR
318,Tubería,EliteTools Tubería,EliteTools,EliteTools - Tubería resistente para construcción profesional,litro,186.31,Vinilo,Baja,Media,Alto,No,True,186.31,No,EUR
319,Selladores,Construmax Selladores,Construmax,Construmax - Selladores resistente para construcción profesional,rollo,645.78,Vinilo,Baja,Compleja,Medio,Sí,True,645.78,No,EUR
320,Ladrillos,MaxiMaterials Ladrillos,MaxiMaterials,MaxiMaterials - Ladrillos refractario para construcción profesional,m²,114.61,Parquet,Media,Compleja,Medio,Sí,True,114.61,Sí,EUR
321,Pintura,BuildMaster Pintura,BuildMaster,BuildMaster - Pintura uso profesional para construcción profesional,m³,208.89,Laminado,Media,Fácil,Bajo,Sí,True,208.89,No,EUR
322,Madera,MaxiMaterials Madera,MaxiMaterials,MaxiMaterials - Madera alta calidad para construcción profesional,unidad,746.66,Vinilo,Alta,Fácil,Bajo,Sí,True,746.66,No,EUR
323,Ladrillos,ProConstruct Ladrillos,ProConstruct,ProConstruct - Ladrillos cara vista para construcción profesional,kg,276.49,Vinilo,Media,Media,Alto,No,True,5529.8,No,EUR
324,Tornillos,ProConstruct Tornillos,ProConstruct,ProConstruct - Tornillos uso profesional para construcción profesional,rollo,763.32,Laminado,Media,Compleja,Alto,Sí,True,763.32,No,EUR
325,Azulejos,EliteTools Azulejos,EliteTools,EliteTools - Azulejos uso profesional para construcción profesional,m²,420.49,Vinilo,Media,Media,Bajo,No,True,420.49,No,EUR
326,Cable eléctrico,EliteTools Cable eléctrico,EliteTools,EliteTools - Cable eléctrico resistente para construcción profesional,m²,444.79,Piedra Natural,Media,Media,Alto,Sí,True,444.79,Sí,EUR
327,Tubería,ConstructTech Tubería,ConstructTech,ConstructTech - Tubería alta calidad para construcción profesional,m²,781.36,Vinilo,Alta,Fácil,Medio,Sí,True,781.36,No,EUR
328,Grava,Construmax Grava,Construmax,Construmax - Grava triturada para construcción profesional,saco (25 kg),2.8,Vinilo,Baja,Media,Medio,Sí,True,5.6,No,EUR
329,Cemento,BuildPro Cemento,BuildPro,BuildPro - Cemento uso general para construcción profesional,saco (25 kg),4.5,Cerámica,Media,Fácil,Alto,Sí,True,9.0,Sí,EUR
330,Arena,Construmax Arena,Construmax,Construmax - Arena lavada para construcción profesional,saco (25 kg),2.5,Mármol,Alta,Fácil,Bajo,No,True,5.0,Sí,EUR
331,Clavos,HomeBuilder Clavos,HomeBuilder,HomeBuilder - Clavos uso profesional para construcción profesional,unidad,592.74,Cerámica,Alta,Compleja,Alto,No,True,592.74,Sí,EUR
332,Impermeabilizantes,BuildMaster Impermeabilizantes,BuildMaster,BuildMaster - Impermeabilizantes alta calidad para construcción profesional,unidad,503.9,Mármol,Alta,Fácil,Bajo,Sí,True,503.9,No,EUR
333,Ladrillos,ProConstruct Ladrillos,ProConstruct,ProConstruct - Ladrillos macizo para construcción profesional,m³,258.47,Piedra Natural,Alta,Compleja,Bajo,Sí,True,258.47,No,EUR
334,Ladrillos,MaxiMaterials Ladrillos,MaxiMaterials,MaxiMaterials - Ladrillos macizo para construcción profesional,kg,118.41,Piedra Natural,Media,Media,Bajo,Sí,True,2368.2,Sí,EUR
335,Clavos,HomeBuilder Clavos,HomeBuilder,HomeBuilder - Clavos uso profesional para construcción profesional,m³,98.55,Parquet,Alta,Media,Medio,Sí,True,98.55,Sí,EUR
336,Ladrillos,ConstructTech Ladrillos,ConstructTech,ConstructTech - Ladrillos macizo para construcción profesional,rollo,838.48,Cerámica,Media,Media,Medio,No,True,838.48,No,EUR
337,Arena,MaxiMaterials Arena,MaxiMaterials,MaxiMaterials - Arena gruesa para construcción profesional,saco (25 kg),2.5,Mármol,Media,Media,Medio,No,True,5.0,No,EUR
338,Impermeabilizantes,BuildPro Impermeabilizantes,BuildPro,BuildPro - Impermeabilizantes durable para construcción profesional,kg,97.39,Piedra Natural,Baja,Fácil,Medio,Sí,True,1947.8,Sí,EUR
339,Grava,BuildMaster Grava,BuildMaster,BuildMaster - Grava triturada para construcción profesional,saco (25 kg),2.8,Mármol,Media,Media,Bajo,No,True,5.6,Sí,EUR
340,Madera,BuildMaster Madera,BuildMaster,BuildMaster - Madera alta calidad para construcción profesional,m²,278.2,Laminado,Baja,Compleja,Alto,No,True,278.2,Sí,EUR
341,Varillas,ConstructTech Varillas,ConstructTech,ConstructTech - Varillas uso profesional para construcción profesional,kg,888.95,Mármol,Alta,Media,Alto,No,True,17779.0,Sí,EUR
342,Pintura,MaxiMaterials Pintura,MaxiMaterials,MaxiMaterials - Pintura durable para construcción profesional,m²,626.85,Mármol,Media,Compleja,Alto,Sí,True,626.85,Sí,EUR
343,Tornillos,ProConstruct Tornillos,ProConstruct,ProConstruct - Tornillos uso profesional para construcción profesional,m³,919.58,Parquet,Media,Fácil,Alto,Sí,True,919.58,No,EUR
344,Madera,HomeBuilder Madera,HomeBuilder,HomeBuilder - Madera uso profesional para construcción profesional,litro,398.36,Vinilo,Alta,Media,Bajo,Sí,True,398.36,Sí,EUR
345,Varillas,MaxiMaterials Varillas,MaxiMaterials,MaxiMaterials - Varillas resistente para construcción profesional,saco,501.99,Parquet,Baja,Compleja,Alto,No,True,251.0,Sí,EUR
346,Madera,EliteTools Madera,EliteTools,EliteTools - Madera durable para construcción profesional,unidad,581.75,Vinilo,Media,Media,Medio,Sí,True,581.75,No,EUR
347,Clavos,MasterBuild Clavos,MasterBuild,MasterBuild - Clavos alta calidad para construcción profesional,litro,285.8,Cerámica,Alta,Fácil,Alto,Sí,True,285.8,Sí,EUR
348,Clavos,BuildPro Clavos,BuildPro,BuildPro - Clavos uso profesional para construcción profesional,m²,78.26,Mármol,Baja,Compleja,Bajo,No,True,78.26,No,EUR
349,Impermeabilizantes,Construmax Impermeabilizantes,Construmax,Construmax - Impermeabilizantes alta calidad para construcción profesional,kg,698.24,Parquet,Alta,Fácil,Bajo,Sí,True,13964.8,No,EUR
350,Madera,ConstructTech Madera,ConstructTech,ConstructTech - Madera resistente para construcción profesional,m³,136.85,Parquet,Baja,Fácil,Medio,Sí,True,136.85,Sí,EUR
351,Varillas,HomeQuality Varillas,HomeQuality,HomeQuality - Varillas alta calidad para construcción profesional,litro,936.97,Cerámica,Media,Compleja,Medio,No,True,936.97,No,EUR
352,Impermeabilizantes,MasterBuild Impermeabilizantes,MasterBuild,MasterBuild - Impermeabilizantes alta calidad para construcción profesional,litro,517.18,Piedra Natural,Baja,Media,Bajo,No,True,517.18,No,EUR
353,Varillas,MasterBuild Varillas,MasterBuild,MasterBuild - Varillas alta calidad para construcción profesional,metro lineal,549.05,Mármol,Alta,Compleja,Medio,Sí,True,549.05,Sí,EUR
354,Cemento,ProConstruct Cemento,ProConstruct,ProConstruct - Cemento para interiores para construcción profesional,saco (25 kg),4.5,Cerámica,Media,Compleja,Medio,Sí,True,9.0,No,EUR
355,Bloques,HomeQuality Bloques,HomeQuality,HomeQuality - Bloques pesado para construcción profesional,metro lineal,671.41,Cerámica,Media,Media,Bajo,Sí,True,671.41,No,EUR
356,Bloques,EliteTools Bloques,EliteTools,EliteTools - Bloques divisorio para construcción profesional,kg,690.59,Mármol,Alta,Compleja,Alto,No,True,13811.8,No,EUR
357,Tubería,MaxiMaterials Tubería,MaxiMaterials,MaxiMaterials - Tubería uso profesional para construcción profesional,litro,630.7,Cerámica,Baja,Fácil,Bajo,No,True,630.7,No,EUR
358,Ladrillos,MasterBuild Ladrillos,MasterBuild,MasterBuild - Ladrillos refractario para construcción profesional,unidad,881.24,Mármol,Media,Media,Bajo,No,True,881.24,Sí,EUR
359,Clavos,BuildMaster Clavos,BuildMaster,BuildMaster - Clavos durable para construcción profesional,rollo,862.15,Vinilo,Alta,Media,Medio,No,True,862.15,No,EUR
360,Azulejos,ProConstruct Azulejos,ProConstruct,ProConstruct - Azulejos alta calidad para construcción profesional,m³,652.6,Vinilo,Alta,Media,Alto,Sí,True,652.6,Sí,EUR
361,Varillas,HomeQuality Varillas,HomeQuality,HomeQuality - Varillas uso profesional para construcción profesional,metro lineal,532.72,Cerámica,Media,Fácil,Bajo,No,True,532.72,No,EUR
362,Grava,HomeBuilder Grava,HomeBuilder,"HomeBuilder - Grava 1/2"" para construcción profesional",saco (25 kg),2.8,Vinilo,Alta,Media,Medio,Sí,True,5.6,Sí,EUR
363,Ladrillos,ProConstruct Ladrillos,ProConstruct,ProConstruct - Ladrillos hueco para construcción profesional,litro,248.92,Piedra Natural,Media,Fácil,Alto,Sí,True,248.92,No,EUR
364,Pintura,EliteTools Pintura,EliteTools,EliteTools - Pintura durable para construcción profesional,saco,398.18,Laminado,Baja,Fácil,Bajo,No,True,199.09,Sí,EUR
365,Cable eléctrico,HomeBuilder Cable eléctrico,HomeBuilder,HomeBuilder - Cable eléctrico durable para construcción profesional,rollo,336.67,Laminado,Media,Compleja,Medio,No,True,336.67,Sí,EUR
366,Arena,MaxiMaterials Arena,MaxiMaterials,MaxiMaterials - Arena fina para construcción profesional,saco (25 kg),2.5,Laminado,Media,Fácil,Bajo,Sí,True,5.0,No,EUR
367,Cemento,EliteTools Cemento,EliteTools,EliteTools - Cemento para interiores para construcción profesional,saco (25 kg),4.5,Mármol,Baja,Media,Bajo,No,True,9.0,No,EUR
368,Bloques,BuildMaster Bloques,BuildMaster,BuildMaster - Bloques pesado para construcción profesional,saco,807.22,Piedra Natural,Media,Media,Bajo,Sí,True,403.61,Sí,EUR
369,Cable eléctrico,MasterBuild Cable eléctrico,MasterBuild,MasterBuild - Cable eléctrico uso profesional para construcción profesional,rollo,179.75,Mármol,Media,Compleja,Medio,Sí,True,179.75,Sí,EUR
370,Clavos,ConstructTech Clavos,ConstructTech,ConstructTech - Clavos durable para construcción profesional,kg,629.49,Vinilo,Alta,Fácil,Bajo,No,True,12589.8,No,EUR
371,Varillas,ConstructTech Varillas,ConstructTech,ConstructTech - Varillas uso profesional para construcción profesional,rollo,236.67,Laminado,Alta,Fácil,Alto,No,True,236.67,No,EUR
372,Bloques,MaxiMaterials Bloques,MaxiMaterials,MaxiMaterials - Bloques pesado para construcción profesional,kg,844.91,Vinilo,Baja,Fácil,Alto,No,True,16898.2,Sí,EUR
373,Tubería,ProConstruct Tubería,ProConstruct,ProConstruct - Tubería uso profesional para construcción profesional,m³,562.17,Piedra Natural,Media,Media,Alto,No,True,562.17,No,EUR
374,Cemento,ProConstruct Cemento,ProConstruct,ProConstruct - Cemento para exteriores para construcción profesional,saco (25 kg),4.5,Piedra Natural,Media,Media,Medio,Sí,True,9.0,Sí,EUR
375,Grava,ProConstruct Grava,ProConstruct,ProConstruct - Grava triturada para construcción profesional,saco (25 kg),2.8,Piedra Natural,Alta,Compleja,Bajo,No,True,5.6,No,EUR
376,Impermeabilizantes,HomeBuilder Impermeabilizantes,HomeBuilder,HomeBuilder - Impermeabilizantes resistente para construcción profesional,kg,54.66,Piedra Natural,Media,Media,Medio,No,True,1093.2,Sí,EUR
377,Tubería,HomeBuilder Tubería,HomeBuilder,HomeBuilder - Tubería alta calidad para construcción profesional,m³,422.03,Cerámica,Baja,Compleja,Bajo,No,True,422.03,No,EUR
378,Selladores,MaxiMaterials Selladores,MaxiMaterials,MaxiMaterials - Selladores resistente para construcción profesional,unidad,435.94,Vinilo,Media,Media,Bajo,No,True,435.94,No,EUR
379,Cable eléctrico,HomeQuality Cable eléctrico,HomeQuality,HomeQuality - Cable eléctrico alta calidad para construcción profesional,rollo,984.7,Parquet,Alta,Compleja,Alto,Sí,True,984.7,No,EUR
380,Grava,BuildPro Grava,BuildPro,BuildPro - Grava de río para construcción profesional,saco (25 kg),2.8,Parquet,Alta,Fácil,Medio,No,True,5.6,No,EUR
381,Impermeabilizantes,ConstructTech Impermeabilizantes,ConstructTech,ConstructTech - Impermeabilizantes durable para construcción profesional,m³,826.86,Cerámica,Alta,Media,Bajo,Sí,True,826.86,Sí,EUR
382,Tornillos,BuildMaster Tornillos,BuildMaster,BuildMaster - Tornillos uso profesional para construcción profesional,m³,159.27,Mármol,Media,Compleja,Bajo,Sí,True,159.27,Sí,EUR
383,Grava,ConstructTech Grava,ConstructTech,ConstructTech - Grava clasificada para construcción profesional,saco (25 kg),2.8,Parquet,Baja,Fácil,Medio,No,True,5.6,No,EUR
384,Selladores,MaxiMaterials Selladores,MaxiMaterials,MaxiMaterials - Selladores alta calidad para construcción profesional,unidad,29.2,Laminado,Alta,Compleja,Medio,No,True,29.2,No,EUR
385,Azulejos,MasterBuild Azulejos,MasterBuild,MasterBuild - Azulejos uso profesional para construcción profesional,saco,218.49,Laminado,Alta,Compleja,Alto,Sí,True,109.24,No,EUR
386,Cemento,BuildMaster Cemento,BuildMaster,BuildMaster - Cemento secado rápido para construcción profesional,saco (25 kg),4.5,Mármol,Media,Media,Alto,No,True,9.0,No,EUR
387,Tornillos,EliteTools Tornillos,EliteTools,EliteTools - Tornillos uso profesional para construcción profesional,m²,998.34,Parquet,Alta,Media,Alto,No,True,998.34,No,EUR
388,Pintura,ConstructTech Pintura,ConstructTech,ConstructTech - Pintura durable para construcción profesional,rollo,504.84,Laminado,Alta,Compleja,Alto,No,True,504.84,No,EUR
389,Selladores,MaxiMaterials Selladores,MaxiMaterials,MaxiMaterials - Selladores resistente para construcción profesional,unidad,355.89,Mármol,Alta,Compleja,Alto,Sí,True,355.89,No,EUR
390,Tornillos,EliteTools Tornillos,EliteTools,EliteTools - Tornillos uso profesional para construcción profesional,rollo,964.45,Mármol,Baja,Compleja,Alto,No,True,964.45,Sí,EUR
391,Bloques,BuildPro Bloques,BuildPro,BuildPro - Bloques estructural para construcción profesional,rollo,708.04,Cerámica,Media,Compleja,Medio,No,True,708.04,Sí,EUR
392,Madera,BuildPro Madera,BuildPro,BuildPro - Madera resistente para construcción profesional,litro,779.2,Parquet,Alta,Compleja,Bajo,Sí,True,779.2,No,EUR
393,Tornillos,ConstructTech Tornillos,ConstructTech,ConstructTech - Tornillos durable para construcción profesional,kg,124.83,Laminado,Baja,Compleja,Medio,No,True,2496.6,No,EUR
394,Tornillos,ConstructTech Tornillos,ConstructTech,ConstructTech - Tornillos resistente para construcción profesional,rollo,392.2,Parquet,Baja,Media,Bajo,No,True,392.2,Sí,EUR
395,Ladrillos,HomeQuality Ladrillos,HomeQuality,HomeQuality - Ladrillos macizo para construcción profesional,metro lineal,47.2,Piedra Natural,Alta,Media,Bajo,No,True,47.2,No,EUR
396,Bloques,BuildPro Bloques,BuildPro,BuildPro - Bloques ligero para construcción profesional,metro lineal,392.12,Vinilo,Media,Fácil,Alto,Sí,True,392.12,No,EUR
397,Selladores,HomeBuilder Selladores,HomeBuilder,HomeBuilder - Selladores durable para construcción profesional,m²,156.11,Piedra Natural,Alta,Media,Bajo,Sí,True,156.11,Sí,EUR
398,Cemento,MasterBuild Cemento,MasterBuild,MasterBuild - Cemento para interiores para construcción profesional,saco (25 kg),4.5,Mármol,Alta,Compleja,Bajo,Sí,True,9.0,Sí,EUR
399,Bloques,EliteTools Bloques,EliteTools,EliteTools - Bloques ligero para construcción profesional,rollo,394.93,Piedra Natural,Media,Fácil,Alto,Sí,True,394.93,Sí,EUR
400,Azulejos,MasterBuild Azulejos,MasterBuild,MasterBuild - Azulejos resistente para construcción profesional,m³,659.99,Parquet,Alta,Media,Alto,No,True,659.99,No,EUR
401,Arena,Construmax Arena,Construmax,Construmax - Arena lavada para construcción profesional,saco (25 kg),2.5,Piedra Natural,Baja,Compleja,Bajo,No,True,5.0,Sí,EUR
402,Tornillos,MasterBuild Tornillos,MasterBuild,MasterBuild - Tornillos alta calidad para construcción profesional,rollo,263.41,Piedra Natural,Media,Media,Alto,Sí,True,263.41,No,EUR
403,Varillas,BuildMaster Varillas,BuildMaster,BuildMaster - Varillas resistente para construcción profesional,litro,647.17,Laminado,Alta,Media,Medio,Sí,True,647.17,No,EUR
